speaker,line
MALE STONER,"Don't, don't, don't... The FEMALE STONER tries to get his attention by pawing his arm. The MALE STONER, high, starts to laugh and stop her."
MALE STONER,"Don't, don't! Don't do that, don't do it! Don't do that, you tickle me. You made the spray paint come out of my nose. The FEMALE STONER looks up, gazing initially at his face. We see that the both have gold spray paints covering their faces from nose to chin and across their cheeks."
MALE STONER,"What, do I have paint on my face? Her gaze moves past his face until she's looking up into the sky."
FEMALE STONER,"Dude, look at the moon! The FEMALE STONER starts to turn the MALE STONER around by the arm, but he stops prematurely staring off into the sky in a completely different direction."
MALE STONER,"Oh, whoa... She puts her hand on his face and pushes it around until he's looking up at the moon."
MALE STONER,What?
FEMALE STONER,"When you see a moon like that, do you ever think... life is so amazing and maybe we shouldn't waste it by just getting high all the time?"
MALE STONER,No. I think about how I wish I were a werewolf.
FEMALE STONER,What would you do if you were a werewolf?
MALE STONER,"Get high all the time. Nearby we hear a man man yelling, footsteps moving across the forest floor. The STONERS notice are turn around in the direction of the noises."
MALE STONER,What's that?
MAN,Arghhh!
MALE STONER,"Where'd that come from? The FEMALE STONER pushes the MALE STONER in front of her for protection as they peer through tree branches. Through the branches they see a MAN being attacked by a human-sized, green, scaly, lizard creature. The lizard creature notices the two STONERS watching and stops, turning towards them. It hisses at them, arms raised, before suddenly racing towards them roaring. But instead of attacking the STONERS it carries on, racing and jumping between them before disappearing off into the forest."
MALE STONER,"Did that just happen? We hear the attacked MAN lying face-down on the ground, moaning. The MALE STONER goes over to him."
MALE STONER,"Hey. Hey, hey. Whoa, dude. Dude, are you okay? The MAN rolls over as they kneel down beside him. We see he's wearing a khaki-type shirt and a jacket with a badge on the breast."
MAN,"Yeah, I think so."
FEMALE STONER,"Dude, are you okay?"
MALE STONER,"Dude, he just said that he was."
FEMALE STONER,"No, not this dude. The camera pans over the MAN to another body lying close by, a male lying face-up, his neck clearly gored wide open."
FEMALE STONER,This dude.
MALE STONER,"Whoa, dude. I don't think that... that dude's okay. The MALE STONER reaches for his brown paper bag... THE TRUTH IS OUT THERE"
SCULLY,Mulder... what are you doing to my poster? MULDER leans back in his chair.
MULDER,"Scully, since we've been away, much of the ""unexplained"" has been explained. He picks up a large black and white photo and shows it to SCULLY, who is now standing the other side of the desk."
MULDER,"The ""Death Valley Racetrack""? Turns out it was just ice formations, moving the rocks around as it melted. Yeah, ice. Humility prevents me from recounting how I once thought it had something to do with a series of mysterious sightings of a rock-like creature in Colorado... which turned out to just be a publicity stunt by a local landscaping business. It's amazing, going through these archives with fresh - if not wiser - eyes, how many of these cases, whether it's ""The Amarillo Armadillo Man"" or ""The Hairy Whatsit of Walla Walla""...can be explained away as fraternity pranks, practical jokes or people making stuff up simply because they're bored and or crazy. And if that doesn't explain it, well then it was probably just ice."
SCULLY,"Mulder, have you been taking your meds? MULDER gets up out of his chair and goes over to the poster, pulling out the half-dozen or so pencils. He sounds in a reflective mood."
MULDER,"Scully, Charles Fort spent his entire life researching natural and scientific anomalies, which he published in four books, all of which I know by heart. And at the end of his life, Fort himself wondered if it hadn't all been a waste. I get it. I'm a middle-aged man, Scully. No, I am, I am. I'm thinking maybe it's time to put away childish things: the Sasquatches and mothmen and jackalopes. I thought it'd be great to get back to work. But is this really how I want to spend the rest of my days? Chasing after monsters?"
SCULLY,"We've been given another case, Mulder. It has a monster in it. MULDER turns and fires another pencil straight into the poster."
SCULLY,"One witness claimed that the creature had three eyes and the other one, one."
MULDER,"Notice they didn't get a picture of it, which is odd - because everybody always has a camera on them these days. SCULLY turns the file to the witness statements from the two STONERS. She shows MULDER the headshots of the two gold-faced witnesses."
SCULLY,You want to talk to these witnesses while we're here?
MULDER,Ohhhhhh...
SCULLY,"Anyway, this is the area where they say they saw the creature attacking the animal control officer, even though he claims to not have seen whatever it was that was attacking him."
MULDER,"Of course not. Mountain lions always attack from behind. He was out here responding to a call about a mountain lion. It was a mountain lion! That's what killed the other victim, too."
SCULLY,"Well, that is what the local authorities thought, until they did a search the next morning and they found this area over here, where they found three more victims. SCULLY leads MULDER down into a small depression beside the large rootball of a fallen tree. We see Police tape has cordoned it off."
MULDER,"Grey wolves, Scully. They've made a comeback in this region. Wolves take their prey back to a lair."
SCULLY,"Well, they were all mutilated in exactly the same manner. However, the third victim wasn't wearing any clothes. She holds up an evidence photo of the three bodies."
MULDER,"Maybe he was a nudist. Took a midnight hike in the nude, got attacked by a wolf or a lion or a bear. Maybe all at the same time. That's how I'd like to go out."
SCULLY,"The uniqueness of the wounds, Mulder, implies a human element."
MULDER,"Aw, Scully, I gave up profiling before I gave up monsters. You've seen one serial killer, you've seen 'em all."
SCULLY,"Mulder, I can see that you're going through a questioning phase of some sort, but people have been killed here. And if we can help stop that and save some lives, I think that is a... unquestionably worthwhile thing for us to do, regardless of whether the thing we find is animal or human or otherwise."
MULDER,"Okay. When you put it that way. But mark my words, Scully, when we catch whatever is doing these killings it's only going to have two eyes."
ANNABELL,"You want to party? Oh, come on, there's a full moon out. Let's get freaky, baby. Two for the price of one. Or a solo..."
JOHN,"Nah. The truck drives off, leaving ANNABELL standing alone."
ANNABELL,"You cheap bastards! The lizard creature starts moving towards ANNABELL, keeping out of sight between two parked semi trucks. It growls. ANNABELL turns and screams as it gets close. She grabs her purse in both hands and swings it hard into the lizard's face. Later. MULDER is interviewing ANNABELL in the parking lot. He's examining her purse. The camera looks straight through a large hole in the centre of the purse. There is a good lizard-face-shaped imprint across most of one side of the purse."
MULDER,Looks like you gave it a pretty good shot.
ANNABELL,I think I hit it right in its horn.
MULDER,Hmm.
SCULLY,It had a horn? Like a... unicorn?
ANNABELL,"It had horns. At the back of its head, like a lizard or something."
MULDER,Did it look anything like this? MULDER holds up the sketch of the three-eyed lizard we saw earlier.
ANNABELL,No. The thing I saw only had two eyes. And it was wearing underwear.
SCULLY,Boxers or briefs?
ANNABELL,Tighty-whities. Same kind I used to wear. I transitioned last year.
MULDER,Did you see which way it headed?
ANNABELL,"I told the officers it slithered off that way, but they think I'm on crack."
MULDER,"Are you? ANNABELL gives MULDER a ""well obviously"" gesture."
ANNABELL,Yeah! MULDER and SCULLY share a look.
PASHA,"Hey... He tries to whistle, but no sound comes out of his lips. He's suddenly startled from behind."
MULDER,Any sign of anything? PASHA spins around. He's holding a catch pole and large capture net.
PASHA,Don't! Sneak up on a guy like that.
SCULLY,"Sorry. Hey, aren't you the officer who was attacked the other night?"
PASHA,That was me.
SCULLY,So do you have any idea what kind of animal this woman might have seen this evening?
PASHA,"I got a call earlier about a stray puppy running around. I'm... I'm sort of hoping it's just that, 'cause I can handle cats and dogs. Anything bigger than that, and I really start to question my...."
MULDER,Career decisions?
PASHA,"No, my life. Suddenly we hear loud growling coming from close by. PASHA runs off in the other direction. MULDER and SCULLY approach the noise slowly. SCULLY has her gun drawn. MULDER instead takes out his cell phone. He holds it out in the direction of the noise, the camera's flash starts flashing repeatedly as they move closer."
SCULLY,What are you doing? Mulder...
MULDER,"If this thing looks like what people say it looks like, I'm gonna get a good picture of it."
SCULLY,"If this thing looks like those drawings, I'm emptying my clip into it. Even if it is in its underwear. Mulder..."
MULDER,"Ah, it's this new camera app. I'm not sure if it's working right. SCULLY looks at the latest image on the camera."
SCULLY,"What is that? We see the mutilated neck of another corpse as MULDER holds out the phone. As MULDER lowers his arm we see the body lying right in front of where MULDER and SCULLY are standing, it's eyes wide open in fright. She kneels down beside the body and takes out her flashlight for a closer examination."
SCULLY,"It's a fresh kill. In the background, we see the lizard monster its cover of long grass and racing off into the parking lot. MULDER races after it, phone held out in front him. The creature rounds the two parked semi trucks. MULDER follows, phone camera flashing constantly as he quietly walks between the two trucks. We see a figure approaching MULDER from behind. MULDER hears its footsteps just as it bears down on him. He spins around, camera flashing in the face of the would-be attacker. It's PASHA, who screams."
PASHA,"I heard a noise over there, so I ran over here! MULDER's phone continues to flash erratically."
PASHA,What is up with your phone?
MULDER,"I don't know, it's this new app. I don't know if it's working right."
PASHA,Are you taking picture or video?
MULDER,I don't know.
PASHA,Go to Settings.
MULDER,Where?
PASHA,"Go to the settings... Suddenly the lizard creature approaches them both from behind, creeping up between the two parked trucks. It roars at the both. They both scream. SCULLY, still examining the mutilated body, hears the screams and heads over, gun and torch drawn. She rounds the parked trucks. We see MULDER lying motionless on the ground."
SCULLY,"MULDER! She kneels down beside him. She puts her hand on his forehead, then behind his head."
SCULLY,Mulder! He groans as he comes to.
MULDER,"No, I'm okay."
SCULLY,You've got blood on you.
MULDER,"I don't think it's mine. PASHA, lying a few metres away, groans as he gets up off the ground. SCULLY turns and illuminates him with her torch. The end of his capture net is shredded."
PASHA,"Okay, that's it. I quit."
SCULLY,Did you get a good look at it?
MULDER,"I got a picture! More growling. We see the lizard creature racing off along the other side of the parked truck. MULDER and SCULLY get up and race around to the front of the truck. Across the open parking lot we see the door of a Portaloo closing. They approach, SCULLY with gun drawn, MULDER his camera. They stand either side of the door. MULDER grabs the handle and pulls open the door. We see a man, GUY MANN, sitting on the toilet, trousers around his ankles. He's wearing a shirt and tie with a jacket and Panama hat. A proper Night Stalker outfit. He looks out at MULDER and SCULLY, taken aback."
GUY MANN,Ooh.
SCULLY,Sorry.
GUY MANN,"A bit of privacy, please."
MULDER,"Have you seen a...? MULDER looks at SCULLY. He realises they're wasting their time and closes the Portaloo door before they both head off again in search of the lizard creature. Moments after they have left, the Portaloo door opens and GUY MANN steps outside. He stops, taking off his Panama hat. We see five or six small green horns on the back of his head. They slowly retract into his skin. He replaces his hat and walks away. In the distance we see MULDER and SCULLY still hopelessly searching for the lizard creature."
MULDER,That's its ear. Or maybe... maybe it's a foot.
SCULLY,Mulder...
MULDER,"This one... if you squint, looks like... something. And then this... SCULLY sighs again."
MULDER,That's... that's in focus! We see a photo of what might be mottled green scaly skin with some small red spots.
SCULLY,But what is it?
MULDER,"It's a close-up. Of the creature. Now, mind you, I didn't say ""monster."" And it wasn't a Sasquatch. But it was definitely an animal... man-sized and hairless."
SCULLY,Maybe it was a mangy Sasquatch.
MULDER,Ah. Hey. You're overlooking the video. Look. He shows SCULLY video of his attack by the lizard creature. There's lots of screaming. The camera is also pointing at MULDER's face the whole time.
SCULLY,"Mulder, you've got the lens pointed the wrong way."
MULDER,"Yeah, it's the new camera app. But look. Suddenly blood spurts onto MULDER's face in the video."
MULDER,"It shot blood at me. From out its eyeball, Scully. I think. It was hard for me to see, because I had blood in my eyes."
SCULLY,"I haven't done the blood analysis yet, but it's probably residue from the prior attack on this victim. And - animals don't shoot blood out of their eyeballs."
MULDER,"Oh, no? Well, tell that to the horned lizard. Which shoots blood out its eyeball, Scully, yes. It's a defense mechanism. Scientific fact!"
SCULLY,"Mulder, the Internet is not good for you."
MULDER,Doesn't this bear a resemblance to what witnesses claim they saw?
SCULLY,"What, so now you're saying that you were attacked by a six-foot horny toad?"
MULDER,"Whoa. Let's just keep this within the realm of the natural sciences, shall we?"
SCULLY,My initial exam of the bite marks on this wound would suggest that they were made by a human being.
MULDER,So we're looking for a man-sized horned lizard with human teeth?
MULDER,"Sounds a bit silly, doesn't it? They share a moment."
SCULLY,Yeah.
MULDER,"You're really enjoying yourself, aren't you, Scully?"
SCULLY,"Yeah. I am. I forgot how much fun these cases could be. It's been a long day, Mulder. Why don't you go back to the hotel and get some sleep? And try not to dream about monsters."
MANAGER,Aah! Monster! Help me! It's a monster! Cut to the motor lodge office. The MANAGER is cleaning a fresh head wound with alcohol. He takes a swig. MULDER appears in the doorway.
MULDER,Everything okay in here?
MANAGER,"Uh, yeah. I apologize for the disturbance. Just an argument with an unruly guest. Now, please, go back to your room."
MULDER,"I heard someone yell ""Monster!"""
MANAGER,"That's what he had the nerve to call me, just because I asked him to pay his overdue bill. Does that make me some kind of a monster?"
MULDER,Of course not.
MANAGER,"Exactly. Now, please go away or I'll kill you! The MANAGER pours some more alcohol onto a flannel before taking another large drink from the bottle. MULDER leaves. Outside the motor lodge. The ""Vacancies"" light is illuminated. MULDER spots an open door and heads inside. Lycans Pharmacy MANN, GUY CLOZAPINE ONE TABLET ONCE DAILY 450MG 30 CAP MULDER puts the bottle in his trouser pocket. He picks up a hunting trophy head from the floor. It's a jackalope - a jackrabbit/antelope hoax. He turns it over. We can see straight through the eyes. MULDER holds it up to put back on the wall, but stops when he notices a hole in the wall behind where the head would hang. He pulls the wall at the bottom of the hole. A concealed doorway open in the wood-panelled wall. The back of the door is padded and covered in black plastic. MULDER heads inside. We see a secret passageway, running behind the motor lodge's rooms. He spots another hole in the wall, opposite his room. He peers though the hole. We see he's looking into another room through the eyes of a mounted Fox head! It's SCULLY's room. She's fast asleep. MULDER smiles, stepping back from the hole. In the motor lodge office, we see a stuffed large brown bear mounted in an upright pose. With a creak, it starts to move forwards. We see it is attached to a secret doorway that MULDER suddenly appears through, slowly. The MANAGER is still holding the bottle of alcohol."
MULDER,"Oh, hello again. The MANAGER turns towards MULDER, putting his bottle down on the desk."
MULDER,Just looking for the ice machine...
MANAGER,Hey. W-w-w-What the hell were you...? That's private back there. You're not supposed to b-b-be... MULDER pulls out his FBI ID and flashes it at the MANAGER.
MANAGER,Oh... That's a security feature. I had it put in after 9/11.
MULDER,"I-I-I'm not gonna report you. When one checks into an establishment such as this, one expects the manager to be a Peeping Tom. But I do harbour suspicions that you saw something in that trashed room that greatly disturbed you. You mind telling me what that was?"
MANAGER,"You're, uh... you're not gonna believe it. MULDER leans in."
MULDER,"Try me. Cut to earlier. The MANAGER is in the secret passage. He looks through another secret spy-hole. This time we see MULDER lying supine in bed, covers off, wearing nothing but red Speedos."
MANAGER,"Mmm... mmm! Yeah... Tightie action! From another room we hear GUY MANN's voice, shouting at someone - or something."
GUY MANN,Every day it's the same thing! The MANAGER moves back from MULDER's spy-hole to the one peering into the room where the shouting is coming from. The shouting continues.
GUY MANN,"Why? I hate you! I can't go on like this! We see an angry GUY MANN pointing at his reflection in the mirror, chastising himself."
GUY MANN,I'm going insane having to look at you every day! Enough! He throws a chair at the mirror. It cracks. The MANAGER is not impressed.
MANAGER,That's going on his bill.
GUY MANN,"And you! You bastard... He rounds the bed to his bedside table and picks up the alarm clock, which immediately starts ringing."
GUY MANN,"You are not waking me up again tomorrow. Do you understand?! He throws the alarm clock onto the floor. It breaks, pieces flying off."
GUY MANN,I'm sick of it! The MANAGER is engrossed.
GUY MANN,Ah... It's happening again. Please! Let this be the last time. GUY MANN races back around the bed until he is looking at his face in the mirror.
GUY MANN,"Ohhh! In the mirror, we see GUY MANN's face slowly change into that of the lizard creature. His hands are now scaly and clawed. The MANAGER sees the transformation through the spy-hole."
MANAGER,"Aah! Startled, GUY MANN hears him and turns, roaring at the jackalope head on the wall."
MANAGER,"I can't see... The heads shakes. GUY MANN tears the head off the wall. We see the MANAGER's head staring out of the hole. He screams out. GUY MANN roars back at him, before racing out of the room."
MANAGER,"Monster! Help me! It's a... We cut back to the office, present, as the MANAGER finishes his recollection to MULDER."
MANAGER,... Monster. The MANAGER takes another large swig of alcohol.
MULDER,Is this the creature that you saw? But with two eyes?
MANAGER,Yeah. That's exactly it.
MULDER,And is this the man? He shows the MANAGER the photo he snapped on his camera of GUY MANN sitting on the Portaloo.
MANAGER,Oh. That's what I've been trying to tell you. They're one and the same.
MULDER,"It's a monster, Scully, plain and simple. He tosses the case file down on the end of SCULLY's bed."
MULDER,"And not just your everyday, run-of-the-mill monster, but we're talking transformation here. Man into monster and back again. To which I know you're going to say: ""But Mulder, that only happens in werewolf myths that were originally concocted to explain away the violent behaviour of people who'd been bitten by rabid animals, before the medical discovery of rabies."" But is it so outlandish to believe that some legends are based on actual occurrences and not just ignorance? SCULLY tries to say something, but MULDER continues before she has the chance."
MULDER,"To which I know what you're going to say, Scully, you're going to say: ""But Mulder, it defies every known law of science and nature."" Exactly, Scully, every known law. What if this creature that we've stumbled upon is here to create a whole new paradigm for our understanding of life itself? Or maybe science was used to create this ""unnatural"" being. Maybe this is some GMO experiment run amok by some military-agro-big-pharma corporation. Maybe this guy is its chief geneticist, who recklessly experimented on himself and now transforms into a fiend who needs to feast on human flesh. To which I know you're going to say: ""But Mulder, that sounds like the paranoid ravings of some lunatic madman."" I don't know what this thing is, Scully, and I don't know exactly how it came to be, I just... All I'm saying is, it's a monster. SCULLY nods slowly. She smiles."
SCULLY,"Yeah, this is how I like my Mulder."
MULDER,So you're agreeing with me?
SCULLY,No! You're batcrap crazy!
MULDER,But what about the facts?
SCULLY,What facts? MULDER shows SCULLY the photo of GUY MANN from his cell phone and one of the victim's photos in the case file.
MULDER,"This guy - who the manager just saw turn into a monster - was wearing the clothes of one of our victims, which we did not notice at the time, because we thought we were looking for an animal. Turns out we were only half right."
SCULLY,"Yeah, okay. Well, we need to talk to this guy."
MULDER,"Well, I doubt he's coming back to his room. I did retrieve some personal items from it, though, that might help us track him down."
SCULLY,"Well, that sounds like a good investigative plan."
MULDER,"The first thing we need to do, though... check out of this motel."
DR. RUMANOVITCH,"Once upon a time, there was a village that was being tormented by a man-eating lizard-dragon. The local constable did everything to try to kill this creature, but nothing could stop it. So, finally, he visits a gypsy, who tells him the only way to kill this monster is to stab it in its appendix with a lance made of green glass."
MULDER,Wh... why the green glass? And why the appendix?
DR. RUMANOVITCH,"Who the hell knows? In these old fairy tales, the monster must always be destroyed by some form of penetration: a silver bullet, a wooden stake; obviously our ancestors were as obsessed with impotency as we are, eh? So, he fashions a lance of green glass and stabs the monster in its appendix. But - as the monster is dying, the constable realizes he's been looking in the mirror. He was the monster all along, you see?"
MULDER,The moral being...?
DR. RUMANOVITCH,It's easier to believe in monsters out there in the world than to accept that the real monsters dwell within us here... and sometimes here. Maybe sometimes here. DR. RUMANOVITCH chuckles to himself.
MULDER,Not everything can be reduced to psychology.
DR. RUMANOVITCH,"That's what you think. At any rate, I was reminded of this tale because of your suspect's delusion that when the moon appears, he would turn into a werewolf."
MULDER,Werewolf?
DR. RUMANOVITCH,"I'm sorry. I meant ""were-lizard."" The werewolf was my patient on Monday. At any event, I prescribed for him this antipsychotic , but I doubt it did him much good."
MULDER,Why not?
DR. RUMANOVITCH,He seemed pretty crazy.
MULDER,"Your, uh, records don't provide much information, and I'm assuming that Guy Mann is not a real name. Do you have any idea of how I might find him?"
DR. RUMANOVITCH,"I recommended, the next time he felt an episode coming on, that he go for a quiet stroll in the local cemetery. A reminder that, no matter how overwhelming our anxieties might be, they will soon be resolved, when we are dead and buried for all eternity."
MULDER,Do you really think that's sound therapeutic advice?
DR. RUMANOVITCH,It's what I do.
MULDER,"Thank you, Doctor."
DR. RUMANOVITCH,"Uh... a moment. DR. RUMANOVITCH reaches over to a side table, retrieving a pad and pen. He writes on the pad and takes off the topmost piece of paper, handing it to MULDER."
DR. RUMANOVITCH,A prescription... for yourself.
MULDER,For me? Why me?
DR. RUMANOVITCH,"Perhaps I've read you wrong, Mr. Mulder, but I wonder: who is in more need of an antipsychotic, a man who believes himself to be a were-lizard or a man who believes that man? Hmm? MULDER puts the prescription back down on the table and leaves. DR. RUMANOVITCH chuckles before taking a handful of pills out of the pill bottle an swallowing them. He chuckles."
SCULLY,"Mulder, it's me. I can't believe I'm about to say what I'm about to say, but... I think I just found your horny toad lizard man."
MULDER,Really?
SCULLY,Yeah.
MULDER,Where are you?
SCULLY,At the phone store by the motel. I think he works here.
MULDER,I'll be right there.
SCULLY,"But, Mulder, I just got an e-mail with the lab results, the blood tests from yesterday, and there are some discrepancies. Mulder? SCULLY hangs up with a sigh. She opens the door to the store and is greeted by the tinkle of a bell. Immediately GUY MANN jumps to his feet with a warm smile on his face."
GUY MANN,Welcome to Smart Phones Is Us. How may I help?
SCULLY,I'm wondering if I can ask you some questions. Cut to outside the store. MULDER pulls up at the kerb in an gold coloured MPV. HE gets out and heads into the store. SCULLY is alone. They are phones lying scattered all over the floor. The displays knocked over.
MULDER,What the hell happened?
SCULLY,"I don't know. I came in and I asked him if I could ask him some questions, and he suddenly yelled ""I quit"" and he went on a rampage. He fled out the back through the stockroom."
MULDER,What are you doing? You know it's not safe to approach a dangerous suspect without backup. Which way did he go?
SCULLY,"He went that way , down the back alley. MULDER races out of the door."
SCULLY,"But, Mulder, I got the results back from the lab, and... SCULLY sighs."
MULDER,Did you lose somebody recently?
